id,age,income,tenure,district,profit_99,online_99,billpay_99,profit_00,online_00,billpay_00
7958,,,22.91,1200,703,0,0,839,0,0
7959,5,8,6.75,1200,165,1,0,36,1,0
7960,3,3,1.25,1200,14,0,0,-20,0,0
7961,4,6,6.33,1200,163,1,0,416,1,0
7962,1,2,7.91,1100,-43,0,0,-40,0,0
7963,,,6.33,1200,-19,1,0,,,
7964,7,4,21.66,1100,15,0,0,-65,0,0
7965,4,8,6.08,1200,251,0,0,9,0,0
7966,5,5,1.41,1200,47,0,0,100,0,0
7967,3,5,15.66,1200,-56,1,0,-95,1,0
7968,4,9,2.5,1200,468,0,0,473,1,0
7969,5,7,17.91,1200,59,0,0,,,
7970,4,9,4.5,1200,14,0,0,3,0,0
7971,3,2,4.08,1200,-64,0,0,-34,1,0
7972,4,3,16.16,1300,-87,0,0,-12,0,0
7973,7,3,10.08,1200,-53,0,0,-62,0,0
7974,7,1,3.66,1200,348,0,0,236,0,0
7975,3,6,3.66,1200,-11,0,0,7,0,0
7976,,,3.25,1200,275,0,0,1043,0,0
7977,7,6,4.5,1200,64,0,0,-16,1,0
7978,4,6,16.16,1200,101,1,0,99,0,0
7979,,,10,1200,287,0,0,432,0,0
7980,2,3,1.5,1200,405,0,0,333,0,0
7981,3,7,12.16,1300,76,0,0,30,0,0
7982,,,5.58,1200,11,0,0,,,
7983,6,1,15.25,1200,-57,0,0,-74,0,0
7984,4,4,19,1300,258,1,0,103,0,0
7985,2,6,5.33,1200,-16,0,0,369,0,0
7986,,,4,1300,-21,0,0,,,
7987,3,6,3.16,1200,1931,0,0,965,0,0
7988,2,6,5.75,1200,-40,1,0,-11,1,0
7989,7,2,2.16,1300,-47,0,0,,,
7990,,,1.58,1200,-35,0,0,217,1,0
7991,3,5,2.83,1200,-23,0,0,-12,0,0
7992,,,2,1300,-84,0,0,-64,0,0
7993,7,3,17.33,1200,32,0,0,-47,0,0
7994,3,5,6.16,1200,-9,0,0,10,0,0
7995,5,4,26.75,1100,228,0,0,324,0,0
7996,7,4,23.66,1100,-134,0,0,-66,0,0
7997,,,9.5,1200,-89,0,0,-21,1,0
7998,,,5.25,1200,-23,0,0,-38,0,0
7999,,,4,1200,-3,0,0,113,0,0
8000,7,,27.91,1200,1474,0,0,2286,0,0
8001,2,7,1.91,1100,66,0,0,133,0,0
8002,6,8,0.83,1300,357,0,0,253,0,0
8003,4,7,5.66,1200,166,0,0,163,0,0
8004,4,6,0.66,1200,-36,0,0,,,
8005,5,6,9.41,1200,272,0,0,176,0,0
8006,7,7,27.08,1300,187,0,0,362,0,0
8007,5,9,7.16,1200,55,1,0,132,1,0
8008,,,0.25,1200,5,0,0,,,
8009,4,9,21.41,1200,218,1,0,241,0,0
8010,,,3.16,1200,-34,0,0,-18,0,0
8011,,,0.33,1100,-55,0,0,,,
8012,3,2,4.5,1200,-30,0,0,,,
8013,,,7.25,1200,50,0,0,-50,0,0
8014,6,3,0.25,1200,277,1,1,97,1,1
8015,,,0.75,1200,15,0,0,10,0,0
8016,4,9,11.58,1200,64,0,0,132,0,0
8017,2,8,5.58,1200,94,0,0,89,0,0
8018,7,3,14,1200,-55,0,0,-76,0,0
8019,3,7,8.41,1200,135,0,0,204,1,0
8020,3,1,0.66,1300,-82,0,0,187,0,0
8021,4,6,6.91,1200,-28,1,0,-31,0,0
8022,5,6,15,1300,-12,0,0,-11,0,0
8023,3,9,20.75,1200,273,0,0,234,0,0
8024,2,2,9.91,1200,-125,1,0,-131,1,0
8025,5,4,11,1200,-24,0,0,-38,0,0
8026,7,1,21.08,1100,400,0,0,390,0,0
8027,,,25.33,1200,183,0,0,,,
8028,4,4,8.41,1200,-34,0,0,77,0,0
8029,4,6,12.66,1200,297,1,0,258,1,0
8030,6,4,4.83,1200,247,0,0,147,0,0
8031,3,7,17.58,1300,-2,0,0,-2,0,0
8032,7,3,21.25,1200,124,0,0,34,0,0
8033,7,6,6.41,1200,514,0,0,332,0,0
8034,6,5,32.75,1200,590,0,0,900,0,0
8035,4,6,10.83,1200,107,0,0,224,0,0
8036,1,3,0.75,1200,-29,0,0,-25,1,0
8037,2,6,1.16,1200,349,0,0,291,0,0
8038,,,3,1200,136,0,0,,,
8039,,,7.58,1200,-23,0,0,-17,0,0
8040,,,6.16,1100,-11,1,0,,,
8041,2,,7.41,1200,450,0,0,215,0,0
8042,,,26.58,1200,308,0,0,491,0,0
8043,3,9,4.33,1200,635,0,0,944,1,0
8044,4,6,21.41,1200,34,0,0,71,0,0
8045,,,2.66,1200,7,1,0,6,1,0
8046,3,4,1.83,1200,37,1,0,202,1,0
8047,3,8,4.91,1200,362,0,0,277,0,0
8048,7,3,34.91,1200,219,0,0,219,0,0
8049,2,8,4.41,1200,31,1,1,400,1,1
8050,4,7,16.16,1200,59,0,0,372,0,0
8051,4,6,10.08,1200,-8,0,0,-117,0,0
8052,3,7,11.5,1200,-19,1,0,15,1,0
8053,3,6,20.25,1300,-65,0,0,-35,0,0
8054,,,7.5,1200,-105,1,0,,,
8055,,,5.33,1200,-71,0,0,,,
8056,3,6,6.91,1200,-40,0,0,,,
8057,4,9,11.58,1200,241,1,0,79,1,0
8058,5,4,22.08,1200,-6,0,0,160,0,0
8059,5,8,4.91,1200,-19,0,0,27,0,0
8060,6,9,26.75,1200,-17,0,0,0,0,0
8061,4,6,1.66,1200,-39,0,0,-63,0,0
8062,3,3,14.66,1200,-38,0,0,-34,0,0
8063,5,6,18.58,1300,42,0,0,57,0,0
8064,3,6,2,1100,546,0,0,813,0,0
8065,5,6,17.16,1200,17,0,0,105,0,0
8066,7,5,13.33,1100,-42,0,0,12,0,0
8067,4,9,22.41,1200,-83,0,0,-64,0,0
8068,4,,8.66,1200,-66,0,0,-72,0,0
8069,,,11.5,1200,-14,0,0,-54,0,0
8070,,,26.58,1200,632,0,0,1188,0,0
8071,7,6,22.16,1200,35,0,0,53,0,0
8072,,,22.33,1300,-51,0,0,-117,0,0
8073,5,1,10.75,1300,531,1,0,0,1,0
8074,,,8.5,1300,135,0,0,,,
8075,2,7,10,1200,-3,0,0,-3,0,0
8076,,,9.16,1100,172,0,0,,,
8077,7,6,1.66,1200,103,0,0,64,0,0
8078,3,7,9.66,1200,45,0,0,146,0,0
8079,,,12.08,1200,163,1,0,731,1,0
8080,,,15.5,1200,374,0,0,1152,0,0
8081,4,9,7.33,1200,123,0,0,,,
8082,5,9,5.5,1200,609,0,0,550,0,0
8083,4,1,1.08,1100,69,0,0,,,
8084,3,9,6.75,1200,1161,1,0,1344,1,1
8085,5,5,13.66,1200,17,0,0,124,1,0
8086,7,3,2,1200,-3,0,0,9,0,0
8087,7,8,22.58,1200,425,0,0,102,0,0
8088,2,6,3.5,1200,-114,0,0,-124,1,0
8089,3,,7.58,1200,-1,1,1,135,1,1
8090,,,12.16,1200,74,0,0,74,0,0
8091,6,6,29.41,1200,-129,0,0,-136,0,0
8092,3,9,3,1200,105,0,0,21,0,0
8093,7,6,35.66,1300,-139,0,0,-166,0,0
8094,5,7,5.08,1300,-8,0,0,-3,0,0
8095,7,6,18.66,1200,-65,0,0,-70,0,0
8096,,,21.5,1100,186,0,0,396,0,0
8097,,,2.58,1200,-2,0,0,-8,1,0
8098,,,3.75,1200,-177,0,0,,,
8099,3,5,6.25,1200,-20,0,0,-48,0,0
8100,,,3.83,1300,-155,0,0,,,
8101,,,20.91,1200,-49,1,0,,,
8102,,,1.5,1200,-8,0,0,11,1,0
8103,3,6,3.83,1200,-8,0,0,44,0,0
8104,7,4,11.75,1100,25,0,0,55,0,0
8105,,8,1.75,1200,129,0,0,91,0,0
8106,5,4,5.33,1100,-19,0,0,-5,0,0
8107,2,5,0.41,1100,-17,1,0,-94,0,0
8108,2,3,8.25,1200,-91,0,0,-83,0,0
8109,3,5,4.91,1300,-58,0,0,,,
8110,7,8,6.75,1200,114,0,0,145,0,0
8111,3,1,6,1200,47,0,0,45,0,0
8112,1,1,5.66,1200,-86,0,0,26,0,0
8113,6,4,21.75,1300,-189,0,0,24,1,1
8114,,,3.83,1100,-2,0,0,-42,0,0
8115,7,7,15.5,1200,18,0,0,-104,0,0
8116,6,3,0.41,1300,16,0,0,14,0,0
8117,,,1.83,1200,15,0,0,14,0,0
8118,2,3,1.66,1200,36,0,0,2,0,0
8119,6,6,15.25,1200,-31,0,0,-31,0,0
8120,6,5,15.91,1100,-52,0,0,-13,0,0
8121,6,4,9.08,1200,-5,0,0,19,0,0
8122,6,7,23.75,1200,-95,0,0,-95,0,0
8123,6,3,18.25,1200,-65,0,0,-65,0,0
8124,,,16.5,1200,70,0,0,-35,0,0
8125,,,6.83,1200,-78,0,0,,,
8126,,,0.16,1200,-24,0,0,-16,0,0
8127,7,4,19.08,1200,-120,0,0,-219,0,0
8128,7,1,21.75,1200,-123,0,0,-22,0,0
8129,3,6,13.33,1200,-45,0,0,0,0,0
8130,3,9,11.08,1200,312,0,0,368,0,0
8131,4,1,10.33,1300,224,0,0,309,0,0
8132,3,6,4.16,1200,-30,0,0,-30,0,0
8133,,,4.83,1200,2,0,0,2,0,0
8134,2,1,7.41,1200,-66,0,0,,,
8135,,,3.33,1200,-7,1,0,-37,1,0
8136,4,6,13,1200,176,0,0,330,0,0
8137,,,1.5,1100,2,0,0,10,0,0
8138,2,6,8.58,1200,222,1,1,202,1,1
8139,2,3,1.41,1200,-16,0,0,-71,0,0
8140,4,6,15.33,1200,7,0,0,176,0,0
8141,,,19.41,1300,-38,0,0,,,
8142,5,7,14.66,1200,-27,0,0,,,
8143,6,8,4.5,1200,-72,0,0,-15,0,0
8144,5,9,6.66,1200,374,0,0,264,0,0
8145,,,35.66,1300,-32,0,0,156,0,0
8146,,,6.83,1200,-11,0,0,,,
8147,4,7,22.41,1200,74,0,0,-17,0,0
8148,4,6,4.58,1200,-18,0,0,-17,0,0
8149,3,6,13.5,1200,364,0,0,260,0,0
8150,4,7,22.58,1200,-31,0,0,-31,0,0
8151,3,9,3.33,1200,-25,0,0,-52,1,0
8152,3,7,15.83,1200,159,0,0,260,0,0
8153,,,3.66,1200,-8,0,0,14,0,0
8154,,,7.25,1200,-138,0,0,-113,0,0
8155,,,1.83,1200,-19,0,0,,,
8156,2,6,5.58,1200,-51,0,0,18,0,0
8157,2,3,0.58,1200,-17,0,0,110,0,0
8158,,,3.91,1200,-3,0,0,-3,1,0
8159,5,6,31.58,1100,1379,0,0,735,0,0
8160,7,7,5.58,1200,-38,0,0,-22,1,0
8161,5,9,7.5,1200,162,0,0,127,0,0
8162,4,6,14.83,1300,-104,0,0,,,
8163,3,7,7.91,1200,106,0,0,185,1,0
8164,4,7,15.66,1200,163,0,0,146,0,0
8165,,6,25.5,1200,743,0,0,825,0,0
8166,3,6,1.16,1100,47,1,0,-36,1,0
8167,5,7,36,1200,70,0,0,61,0,0
8168,2,,5.41,1300,19,0,0,97,0,0
8169,2,3,5.16,1100,-25,0,0,8,1,0
8170,3,9,5.5,1200,-128,0,0,-94,0,0
8171,,1,3.41,1300,-19,0,0,38,0,0
8172,4,9,5.66,1200,110,0,0,377,1,1
8173,7,3,25.25,1200,-48,0,0,39,0,0
8174,4,8,13.08,1200,11,0,0,1,0,0
8175,6,1,30.08,1200,221,0,0,226,0,0
8176,4,3,13.66,1300,-38,0,0,-26,0,0
8177,4,9,19.83,1200,147,0,0,175,0,0
8178,4,8,14.75,1200,-78,0,0,19,0,0
8179,2,5,9.25,1300,83,0,0,-65,0,0
8180,4,5,0.66,1200,876,0,0,499,0,0
8181,,,8.91,1200,175,0,0,,,
8182,2,4,5.91,1200,84,0,0,,,
8183,6,7,26,1200,276,0,0,384,0,0
8184,,,0.91,1200,-8,0,0,-4,0,0
8185,2,3,3.33,1200,-3,0,0,-34,0,0
8186,,,27.83,1200,579,0,0,451,0,0
8187,1,2,3.5,1200,-39,1,0,-65,1,0
8188,,,1.58,1100,16,0,0,,,
8189,3,2,4.58,1200,-1,0,0,,,
8190,,,17.33,1100,20,0,0,,,
8191,4,9,23.16,1200,212,1,0,447,1,0
8192,6,6,10.41,1300,-115,0,0,-116,1,0
8193,,,16.91,1200,-65,0,0,,,
8194,,,1,1100,85,1,0,-1,1,0
8195,7,5,11,1200,403,0,0,-63,0,0
8196,6,1,30.83,1100,395,0,0,182,0,0
8197,,,2,1200,605,1,0,634,1,0
8198,5,6,24.16,1300,-61,0,0,-38,0,0
8199,5,6,3.25,1200,-11,0,0,-24,0,0
8200,,,3.66,1200,-35,0,0,,,
8201,3,7,3.66,1300,33,0,0,30,0,0
8202,2,6,0.58,1200,202,0,0,347,1,0
8203,4,4,3.75,1200,-92,0,0,-76,0,0
8204,3,9,7.91,1200,-47,0,0,-63,0,0
8205,4,7,24.66,1200,71,0,0,90,0,0
8206,3,4,6.33,1200,-12,0,0,-24,0,0
8207,4,6,8.66,1300,-25,0,0,-28,0,0
8208,4,3,1.91,1200,-3,0,0,-2,0,0
8209,3,9,27.91,1200,131,0,0,131,0,0
8210,,,10.58,1100,-31,0,0,,,
8211,5,3,19.5,1200,502,1,1,122,1,0
8212,4,6,5.75,1100,-45,0,0,-46,0,0
8213,4,9,3.08,1200,-74,0,0,-84,0,0
8214,6,3,39.83,1200,102,0,0,-39,0,0
8215,3,5,23.66,1300,-85,0,0,-82,0,0
8216,2,7,7,1200,-146,0,0,-138,1,0
8217,3,7,7.58,1200,-24,0,0,10,0,0
8218,2,6,3.33,1300,-3,0,0,66,0,0
8219,,,0.25,1200,-107,0,0,175,1,0
8220,6,7,11.16,1200,459,0,0,969,0,0
8221,2,9,4.75,1200,-47,1,0,217,1,0
8222,,,3.41,1300,-57,0,0,146,1,0
8223,,,3.41,1300,120,0,0,,,
8224,7,8,21.83,1200,476,0,0,397,0,0
8225,3,6,6,1200,352,0,0,407,1,1
8226,3,6,15,1200,-9,0,0,,,
8227,3,7,1.5,1200,242,0,0,213,0,0
8228,6,4,17.91,1300,-118,0,0,-162,1,0
8229,3,9,9.08,1200,156,0,0,194,0,0
8230,4,4,8.33,1300,1,0,0,15,0,0
8231,4,3,7.5,1200,-61,0,0,-30,0,0
8232,2,9,15.66,1100,-41,0,0,-3,0,0
8233,2,4,1.41,1200,374,0,0,,,
8234,,,5.33,1300,-19,0,0,-12,0,0
8235,2,9,1.08,1200,-85,0,0,33,0,0
8236,3,9,10.91,1200,940,0,0,693,0,0
8237,,,11.83,1200,-1,0,0,313,0,0
8238,,,2.66,1200,79,1,0,,,
8239,4,9,5.75,1200,1418,0,0,966,0,0
8240,,6,6.08,1200,643,1,0,,,
8241,3,3,6.58,1100,-2,0,0,143,0,0
8242,,,0.25,1200,-35,0,0,,,
8243,5,9,2.5,1200,145,0,0,169,0,0
8244,3,1,5.16,1100,-28,0,0,,,
8245,,,1.16,1200,-46,0,0,,,
8246,4,4,22.5,1200,-19,0,0,-43,0,0
8247,7,5,11.33,1300,12,0,0,111,0,0
8248,6,6,17.5,1200,129,0,0,106,0,0
8249,5,9,6.66,1200,-22,0,0,243,0,0
8250,3,4,1.5,1200,650,0,0,641,0,0
8251,2,6,4.83,1300,-124,1,0,-27,1,0
8252,5,3,4.08,1200,-97,0,0,-107,0,0
8253,2,5,5.66,1200,132,1,0,20,1,0
8254,4,6,5.41,1100,-156,0,0,57,0,0
8255,3,6,6.41,1200,190,0,0,171,0,0
8256,6,1,3.91,1100,-77,0,0,-54,0,0
8257,5,2,28.16,1100,-146,0,0,-143,0,0
8258,3,7,5.25,1200,-169,0,0,-63,0,0
8259,,,17.41,1100,119,0,0,121,0,0
8260,6,9,5.75,1300,13,0,0,26,0,0
8261,4,6,27.75,1200,434,0,0,342,0,0
8262,,,6.41,1200,-2,0,0,,,
8263,,,8.75,1200,6,0,0,176,1,0
8264,4,3,10.91,1200,-16,0,0,30,0,0
8265,4,4,8.33,1100,-45,0,0,-17,0,0
8266,5,7,24.75,1200,448,0,0,233,0,0
8267,,,0.16,1300,-2,0,0,,,
8268,4,5,9.75,1200,-23,0,0,-21,0,0
8269,5,6,7.25,1100,-55,0,0,-48,0,0
8270,4,8,25.16,1200,437,0,0,224,1,0
8271,3,3,3,1200,1212,0,0,,,
8272,,,9.58,1200,499,1,0,437,1,1
8273,,,2.5,1200,-62,0,0,-62,0,0
8274,5,6,7.83,1200,662,0,0,905,0,0
8275,5,3,11.66,1200,-121,0,0,89,0,0
8276,,,7.33,1200,254,0,0,317,0,0
8277,5,9,7.66,1200,476,1,0,557,1,0
8278,3,7,10.83,1200,235,0,0,162,0,0
8279,,,6.41,1200,-80,0,0,,,
8280,4,7,15.75,1200,169,0,0,1288,0,0
8281,2,9,5.33,1200,-179,0,0,-149,0,0
8282,3,4,3.66,1200,34,0,0,128,0,0
8283,3,5,8.25,1200,653,0,0,,,
8284,6,7,20.83,1200,187,0,0,317,0,0
8285,7,6,0.16,1200,10,0,0,-16,0,0
8286,,,5.5,1300,1671,0,0,1647,1,0
8287,2,9,7.33,1200,-36,1,0,-40,1,0
8288,5,6,9.91,1200,-12,0,0,-15,0,0
8289,5,6,17.66,1200,7,0,0,37,0,0
8290,3,6,5.41,1200,46,0,0,126,0,0
8291,,,1.16,1100,-27,0,0,,,
8292,4,8,6.33,1200,145,0,0,,,
8293,,3,15.58,1200,-66,0,0,-50,0,0
8294,,,2.66,1100,98,0,0,,,
8295,2,3,6.5,1100,0,0,0,17,0,0
8296,3,7,0.91,1200,522,0,0,522,0,0
8297,5,5,22.58,1200,-8,0,0,-5,0,0
8298,,,7.83,1200,-193,0,0,,,
8299,4,9,14.25,1200,338,0,0,-34,1,0
8300,5,8,9.83,1200,238,0,0,154,0,0
8301,4,5,8.16,1200,117,0,0,116,0,0
8302,7,1,22.08,1300,438,0,0,284,0,0
8303,5,8,2.75,1200,-6,0,0,16,0,0
8304,,,11,1200,270,1,0,346,1,0
8305,4,6,18.58,1200,-36,0,0,-49,0,0
8306,,,2.83,1100,-31,0,0,-31,0,0
8307,2,3,0.5,1200,-5,0,0,,,
8308,7,6,5.33,1200,59,0,0,270,0,0
8309,2,5,7.33,1200,-109,0,0,34,0,0
8310,5,3,30.66,1300,-26,0,0,-25,0,0
8311,,,24,1200,630,0,0,942,0,0
8312,3,5,7.83,1300,124,0,0,81,0,0
8313,,,0.91,1200,-35,0,0,-56,1,0
8314,6,6,5.5,1200,-21,1,0,-16,1,0
8315,4,9,14.5,1200,381,0,0,345,0,0
8316,5,5,7.83,1200,308,0,0,371,0,0
8317,,,3.25,1300,-102,0,0,131,0,0
8318,3,4,3.08,1300,89,0,0,88,0,0
8319,7,5,7.58,1200,-20,0,0,-23,0,0
8320,2,4,16.58,1300,15,0,0,16,0,0
8321,5,7,11.5,1200,-8,0,0,-51,0,0
8322,,,0.58,1200,16,0,0,-1,0,0
8323,7,9,13.16,1200,-24,0,0,95,0,0
8324,,,4.33,1200,481,0,0,,,
8325,6,3,24.08,1200,873,0,0,347,0,0
8326,3,6,22.66,1200,138,0,0,,,
8327,,,3.16,1200,-161,0,0,-388,0,0
8328,,,2.66,1200,-5,1,0,4,1,0
8329,2,1,5.66,1200,61,0,0,-13,0,0
8330,,,18.33,1200,182,0,0,,,
8331,,4,20,1200,-3,0,0,-3,0,0
8332,,,7.5,1200,-9,0,0,,,
8333,,,9.91,1200,27,0,0,198,0,0
8334,4,6,23,1300,2,0,0,20,0,0
8335,5,5,5.75,1200,-22,0,0,-18,0,0
8336,6,5,17.33,1200,224,0,0,212,0,0
8337,3,6,11.5,1200,-178,0,0,-75,1,0
8338,,,0.75,1200,-39,0,0,,,
8339,1,4,5.58,1200,-114,0,0,-97,1,0
8340,2,5,3.25,1200,-51,1,0,-28,0,0
8341,7,7,0.66,1200,288,0,0,366,0,0
8342,5,6,7.58,1200,23,0,0,-3,0,0
8343,1,3,6.58,1100,-22,0,0,-37,0,0
8344,,,3.33,1200,-27,0,0,,,
8345,4,5,5.91,1200,-34,0,0,-70,0,0
8346,6,4,4.66,1300,-125,0,0,-127,0,0
8347,6,4,2.91,1200,194,0,0,142,0,0
8348,5,6,29.91,1300,-75,0,0,24,0,0
8349,3,8,9,1200,88,0,0,3,0,0
8350,5,3,33.5,1200,195,0,0,160,0,0
8351,3,9,11.83,1200,18,1,0,25,1,0
8352,4,6,9.75,1200,-80,0,0,,,
8353,,,29.16,1200,417,1,0,,,
8354,,,17.08,1200,81,0,0,,,
8355,7,5,30.08,1200,1553,0,0,1584,0,0
8356,7,3,10.58,1300,1281,0,0,548,0,0
8357,2,6,7.33,1200,-53,1,0,94,1,0
8358,1,1,4.5,1200,108,0,0,-30,0,0
8359,4,6,15.33,1200,358,1,0,210,1,0
8360,5,7,17.83,1200,120,0,0,282,0,0
8361,3,1,11.58,1200,-61,0,0,14,0,0
8362,4,4,1.5,1200,-46,1,0,-36,1,0
8363,5,6,4.58,1200,-124,0,0,-127,0,0
8364,4,4,12.83,1200,-27,0,0,-6,0,0
8365,,,5.33,1300,-40,0,0,,,
8366,3,7,3.66,1200,221,0,0,203,0,0
8367,,,3.5,1300,-31,0,0,-31,0,0
8368,7,7,12.75,1200,-59,0,0,-23,0,0
8369,5,9,27.75,1200,532,0,0,1395,1,1
8370,,,6.5,1200,-13,0,0,,,
8371,2,1,3.41,1300,-129,0,0,-70,1,0
8372,3,4,6.25,1100,-25,0,0,-23,0,0
8373,2,1,0.83,1300,-36,0,0,,,
8374,2,6,1.75,1200,-57,0,0,70,1,0
8375,,,6.83,1300,-42,0,0,-28,0,0
8376,4,6,20.25,1300,158,0,0,259,0,0
8377,,,6.5,1200,-30,0,0,,,
8378,3,9,14.83,1200,1411,0,0,450,0,0
8379,2,6,14,1200,-15,0,0,24,0,0
8380,4,4,5.08,1200,-162,1,0,,,
8381,4,5,11,1300,90,0,0,90,1,0
8382,6,1,24.58,1100,-63,0,0,-55,0,0
8383,,,22.08,1200,-54,0,0,,,
8384,5,9,29.91,1200,-63,0,0,-45,0,0
8385,3,3,12.16,1200,115,0,0,403,0,0
8386,,,1.33,1200,-30,0,0,,,
8387,5,5,7.66,1100,-39,0,0,33,0,0
8388,5,8,10.25,1200,33,0,0,36,0,0
8389,,,0.66,1200,-28,0,0,-26,0,0
8390,,,3.66,1300,85,0,0,,,
8391,,5,7.75,1200,14,0,0,-33,1,0
8392,,,1.83,1100,-18,0,0,,,
8393,2,6,5.83,1200,98,0,0,107,1,0
8394,1,5,4.5,1200,31,0,0,-12,0,0
8395,4,3,4.41,1300,227,0,0,257,1,0
8396,,,2.5,1200,-83,0,0,-83,0,0
8397,2,7,4.75,1200,-108,0,0,-83,0,0
8398,4,1,8.41,1300,-19,0,0,-62,1,0
8399,,,13.16,1300,6,0,0,61,1,0
8400,4,4,19.91,1100,-16,0,0,-14,0,0
8401,,,4.5,1200,374,0,0,280,1,0
8402,1,7,3.83,1200,30,0,0,-9,0,0
8403,7,3,17.16,1200,908,0,0,968,0,0
8404,3,6,6.25,1200,-3,0,0,14,0,0
8405,1,1,0.58,1300,-30,0,0,-5,0,0
8406,4,4,13.83,1200,102,0,0,317,0,0
8407,7,1,22.08,1200,-103,0,0,-79,0,0
8408,4,4,15.58,1200,-95,0,0,23,0,0
8409,4,5,6.66,1200,137,0,0,121,0,0
8410,4,7,20.58,1300,91,0,0,62,0,0
8411,,2,7,1200,24,0,0,-138,0,0
8412,1,7,5.41,1200,-26,0,0,-15,1,0
8413,,,2.33,1200,721,0,0,,,
8414,1,3,6.16,1200,-10,0,0,,,
8415,,,16.25,1200,49,0,0,48,0,0
8416,2,7,4.5,1200,441,1,0,931,1,0
8417,5,6,15.83,1200,106,0,0,,,
8418,6,9,20.83,1200,265,0,0,171,0,0
8419,3,7,1.75,1300,165,1,1,1146,1,0
8420,5,7,4.41,1100,-29,0,0,-22,0,0
8421,3,9,7.41,1200,140,0,0,222,0,0
8422,5,1,2.33,1100,-52,1,0,-76,1,0
8423,2,6,0.5,1100,176,0,0,183,0,0
8424,4,7,0.75,1200,-121,1,0,-48,1,0
8425,,,10.91,1200,-21,0,0,-29,0,0
8426,,,4.58,1100,182,0,0,42,0,0
8427,,,0.75,1200,1989,0,0,,,
8428,4,5,8.75,1100,25,0,0,493,0,0
8429,5,3,7.25,1200,-155,0,0,-7,0,0
8430,,,1.33,1200,38,0,0,,,
8431,,,0.75,1200,38,0,0,,,
8432,3,7,2.58,1200,-2,0,0,,,
8433,3,6,14.58,1200,285,1,0,518,1,0
8434,5,6,8.25,1200,612,1,1,348,1,1
8435,3,8,4.83,1200,937,1,0,959,1,1
8436,2,9,5.5,1200,317,0,0,260,0,0
8437,6,,21.33,1200,-36,0,0,-40,0,0
8438,,,24,1100,548,0,0,383,0,0
8439,7,1,28.75,1100,176,0,0,-2,0,0
8440,,,21.75,1200,213,0,0,686,0,0
8441,4,5,2.08,1200,-70,1,0,288,1,0
8442,,,1.16,1200,13,0,0,10,0,0
8443,4,7,5.83,1200,115,0,0,1141,1,1
8444,,,0.16,1300,331,0,0,,,
8445,6,3,5.75,1100,1207,0,0,,,
8446,3,9,8.25,1200,246,0,0,165,0,0
8447,,,5.83,1200,-27,0,0,,,
8448,4,9,6.75,1200,720,1,0,753,1,0
8449,4,4,9.91,1300,261,0,0,1051,1,0
8450,,,11.58,1200,19,1,0,,,
8451,,,0.58,1200,-23,0,0,,,
8452,,1,1.41,1300,8,0,0,-18,0,0
8453,2,6,3.91,1100,207,0,0,342,0,0
8454,6,5,2.41,1200,-27,0,0,-32,0,0
8455,3,1,19.08,1100,102,0,0,-4,0,0
8456,3,5,7,1200,-17,1,0,1,1,0
8457,4,5,7.33,1300,-21,0,0,-16,0,0
8458,4,9,5.5,1200,355,0,0,389,0,0
8459,2,3,3.08,1200,-25,0,0,-26,0,0
8460,5,6,32.16,1300,145,0,0,260,0,0
8461,7,6,17,1200,-59,0,0,-251,0,0
8462,,,5.91,1200,-2,0,0,,,
8463,6,1,6.33,1200,63,0,0,97,0,0
8464,,,0.16,1300,2,0,0,,,
8465,5,9,25.41,1300,78,0,0,337,0,0
8466,,,13.5,1200,-50,0,0,-35,0,0
8467,,,18.58,1200,-64,0,0,-23,1,0
8468,4,8,14.58,1200,52,0,0,73,1,0
8469,3,5,24.16,1200,-97,0,0,-95,0,0
8470,,,14.66,1200,-31,0,0,-27,0,0
8471,4,9,0.5,1300,-56,1,0,-108,1,0
8472,7,5,17,1200,219,0,0,286,0,0
8473,5,1,1.83,1300,-61,0,0,-75,0,0
8474,6,1,2.5,1300,-50,0,0,-38,0,0
8475,6,4,3.08,1200,-91,0,0,-98,0,0
8476,4,7,15.91,1200,181,0,0,284,0,0
8477,3,8,7.58,1200,133,1,0,851,1,0
8478,4,7,9.41,1200,-1,0,0,-1,0,0
8479,2,5,4.25,1200,-122,1,0,-100,1,0
8480,7,1,22,1100,99,0,0,54,0,0
8481,7,9,30.25,1200,-75,0,0,71,0,0
8482,3,1,10.16,1200,-33,1,0,-37,1,0
8483,3,6,3.83,1200,9,0,0,18,0,0
8484,5,9,25,1200,131,0,0,109,0,0
8485,5,1,5.25,1300,17,0,0,-1,0,0
8486,7,6,15.66,1200,491,0,0,197,0,0
8487,,,0.91,1300,-15,0,0,,,
8488,,,0.25,1200,-24,0,0,76,0,0
8489,,,3.16,1200,26,0,0,,,
8490,4,1,11,1200,-35,0,0,-35,0,0
8491,,,2.16,1200,-25,0,0,-30,0,0
8492,2,1,6.41,1200,-117,1,0,-159,1,0
8493,5,1,17.25,1100,35,0,0,183,0,0
8494,,,1,1100,-2,0,0,,,
8495,,,23.58,1300,446,0,0,227,0,0
8496,3,1,3.83,1200,-58,0,0,-41,0,0
8497,3,9,2.41,1200,-66,0,0,,,
8498,3,1,7.25,1200,230,0,0,237,0,0
8499,3,6,7,1200,4,1,0,47,1,0
8500,7,7,15.75,1200,-60,0,0,-38,0,0
